0,3.1239
0.0040161,3.0233
0.0080321,3.0217
0.012048,3.0424
0.016064,2.8268
0.02008,2.9789
0.024096,3.0547
0.028112,3.0184
0.032129,2.994
0.036145,3.0838
0.040161,2.8278
0.044177,2.8786
0.048193,3.0731
0.052209,2.9267
0.056225,3.0508
0.060241,3.0704
0.064257,3.0941
0.068273,3.1646
0.072289,3.1517
0.076305,3.2329
0.080321,3.1446
0.084337,3.2773
0.088353,3.2585
0.092369,3.2064
0.096386,3.3865
0.1004,3.1909
0.10442,3.2582
0.10843,3.2284
0.11245,3.3567
0.11647,3.1031
0.12048,3.151
0.1245,3.2177
0.12851,3.2438
0.13253,3.2464
0.13655,3.2238
0.14056,3.1958
0.14458,3.1364
0.14859,3.135
0.15261,3.3832
0.15663,3.104
0.16064,3.352
0.16466,3.3361
0.16867,3.3836
0.17269,3.2381
0.17671,3.3774
0.18072,3.3622
0.18474,3.4518
0.18876,3.317
0.19277,3.5716
0.19679,3.5006
0.2008,3.4203
0.20482,3.4125
0.20884,3.323
0.21285,3.4865
0.21687,3.4883
0.22088,3.5269
0.2249,3.448
0.22892,3.5486
0.23293,3.405
0.23695,3.3177
0.24096,3.38
0.24498,3.6379
0.249,3.5626
0.25301,3.3812
0.25703,3.4894
0.26104,3.5559
0.26506,3.5033
0.26908,3.6955
0.27309,3.5412
0.27711,3.5223
0.28112,3.5064
0.28514,3.5264
0.28916,3.5668
0.29317,3.382
0.29719,3.6809
0.3012,3.5857
0.30522,3.7749
0.30924,3.7318
0.31325,3.5102
0.31727,3.6907
0.32129,3.5354
0.3253,3.5468
0.32932,3.6226
0.33333,3.5201
0.33735,3.5606
0.34137,3.6976
0.34538,3.5611
0.3494,3.5401
0.35341,3.8486
0.35743,3.8188
0.36145,3.8363
0.36546,3.7837
0.36948,3.7319
0.37349,3.879
0.37751,3.922
0.38153,3.7113
0.38554,3.9741
0.38956,3.6125
0.39357,3.6277
0.39759,3.7367
0.40161,3.751
0.40562,3.8623
0.40964,3.8909
0.41365,3.7563
0.41767,3.9305
0.42169,3.9132
0.4257,3.706
0.42972,3.918
0.43373,3.9752
0.43775,3.7737
0.44177,3.8282
0.44578,3.9914
0.4498,4.1192
0.45382,3.8729
0.45783,3.8832
0.46185,3.9766
0.46586,3.906
0.46988,3.8537
0.4739,3.8229
0.47791,3.7899
0.48193,4.1513
0.48594,4.0131
0.48996,4.0114
0.49398,4.0217
0.49799,3.9164
0.50201,4.0575
0.50602,4.1312
0.51004,3.8572
0.51406,4.0644
0.51807,4.0527
0.52209,4.0743
0.5261,4.0511
0.53012,4.0999
0.53414,3.9578
0.53815,4.1263
0.54217,4.1038
0.54618,4.0567
0.5502,4.1493
0.55422,4.0553
0.55823,4.0691
0.56225,4.1698
0.56627,4.0891
0.57028,3.9855
0.5743,3.9882
0.57831,4.0779
0.58233,4.3514
0.58635,4.4024
0.59036,4.174
0.59438,4.0332
0.59839,4.1973
0.60241,4.2738
0.60643,4.4702
0.61044,4.3935
0.61446,4.1888
0.61847,4.1172
0.62249,4.1957
0.62651,4.1398
0.63052,4.394
0.63454,4.2267
0.63855,4.2593
0.64257,4.1977
0.64659,4.3591
0.6506,4.2089
0.65462,4.3819
0.65863,4.2175
0.66265,4.3532
0.66667,4.2849
0.67068,4.4153
0.6747,4.2764
0.67871,4.2851
0.68273,4.2651
0.68675,4.3606
0.69076,4.3316
0.69478,4.3341
0.6988,4.4909
0.70281,4.535
0.70683,4.3785
0.71084,4.613
0.71486,4.5145
0.71888,4.6107
0.72289,4.3451
0.72691,4.4034
0.73092,4.5555
0.73494,4.5367
0.73896,4.6127
0.74297,4.5201
0.74699,4.5303
0.751,4.4701
0.75502,4.4552
0.75904,4.5826
0.76305,4.5448
0.76707,4.5305
0.77108,4.5923
0.7751,4.475
0.77912,4.4575
0.78313,4.6324
0.78715,4.6028
0.79116,4.4065
0.79518,4.5158
0.7992,4.3983
0.80321,4.6749
0.80723,4.6611
0.81124,4.6378
0.81526,4.679
0.81928,4.5718
0.82329,4.5991
0.82731,4.6595
0.83133,4.7698
0.83534,4.7256
0.83936,4.6732
0.84337,4.7989
0.84739,4.6902
0.85141,4.6436
0.85542,4.8016
0.85944,4.7504
0.86345,4.6169
0.86747,4.6256
0.87149,4.6698
0.8755,4.8414
0.87952,4.8193
0.88353,4.7726
0.88755,4.7572
0.89157,4.8024
0.89558,4.9262
0.8996,4.8745
0.90361,4.7536
0.90763,4.7968
0.91165,4.8768
0.91566,4.7935
0.91968,4.9519
0.92369,4.8826
0.92771,4.9989
0.93173,4.8396
0.93574,4.8311
0.93976,5.0794
0.94378,4.7301
0.94779,4.8206
0.95181,4.9872
0.95582,5.0415
0.95984,4.8025
0.96386,5.0095
0.96787,5.0162
0.97189,5.0768
0.9759,5.0291
0.97992,4.9956
0.98394,4.8871
0.98795,5.1063
0.99197,5.0578
0.99598,4.8993
1,5.0644
