0,-0.073906
0.0040161,-0.094482
0.0080321,0.031969
0.012048,0.11833
0.016064,0.26916
0.02008,0.1661
0.024096,0.23736
0.028112,0.29674
0.032129,0.18139
0.036145,0.30457
0.040161,0.33625
0.044177,0.33223
0.048193,0.31945
0.052209,0.36172
0.056225,0.47168
0.060241,0.47259
0.064257,0.71526
0.068273,0.5284
0.072289,0.63242
0.076305,0.6214
0.080321,0.84547
0.084337,0.85816
0.088353,0.6837
0.092369,0.83681
0.096386,0.72408
0.1004,0.90288
0.10442,1.0491
0.10843,0.81781
0.11245,0.79406
0.11647,0.76933
0.12048,1.0209
0.1245,0.97903
0.12851,1.0204
0.13253,0.92537
0.13655,0.86978
0.14056,0.911
0.14458,0.91652
0.14859,0.89696
0.15261,0.99258
0.15663,0.96727
0.16064,1.1085
0.16466,0.95042
0.16867,1.0801
0.17269,0.89759
0.17671,1.1877
0.18072,1.0081
0.18474,0.98291
0.18876,0.93794
0.19277,0.9162
0.19679,0.9114
0.2008,0.91333
0.20482,1.0652
0.20884,0.97559
0.21285,0.90758
0.21687,0.78948
0.22088,0.70254
0.2249,1.0348
0.22892,0.81826
0.23293,0.79727
0.23695,0.67534
0.24096,0.82595
0.24498,0.64914
0.249,0.80221
0.25301,0.45074
0.25703,0.70084
0.26104,0.64816
0.26506,0.65005
0.26908,0.53624
0.27309,0.29639
0.27711,0.40917
0.28112,0.74394
0.28514,0.5366
0.28916,0.32449
0.29317,0.41793
0.29719,0.38063
0.3012,0.051466
0.30522,0.22991
0.30924,0.022241
0.31325,0.30433
0.31727,0.24574
0.32129,0.26187
0.3253,0.28003
0.32932,0.045844
0.33333,-0.052773
0.33735,-0.0082365
0.34137,-0.05363
0.34538,-0.12995
0.3494,-0.16891
0.35341,-0.29019
0.35743,-0.22058
0.36145,-0.39689
0.36546,-0.27179
0.36948,-0.27223
0.37349,-0.30251
0.37751,-0.31451
0.38153,-0.38584
0.38554,-0.38439
0.38956,-0.50675
0.39357,-0.57607
0.39759,-0.42968
0.40161,-0.78443
0.40562,-0.7407
0.40964,-0.73843
0.41365,-0.62808
0.41767,-0.85075
0.42169,-0.74418
0.4257,-0.71451
0.42972,-0.82197
0.43373,-0.74367
0.43775,-0.76912
0.44177,-0.61447
0.44578,-1.0132
0.4498,-0.9437
0.45382,-0.80879
0.45783,-0.93712
0.46185,-0.9616
0.46586,-1.0193
0.46988,-0.84325
0.4739,-0.89264
0.47791,-0.89105
0.48193,-0.96557
0.48594,-1.1701
0.48996,-0.78277
0.49398,-1.0782
0.49799,-0.94394
0.50201,-0.84048
0.50602,-0.98339
0.51004,-1.0071
0.51406,-0.91988
0.51807,-1.0198
0.52209,-1.0506
0.5261,-1.1923
0.53012,-0.98087
0.53414,-0.9334
0.53815,-0.7848
0.54217,-0.85264
0.54618,-0.80267
0.5502,-0.91168
0.55422,-0.73291
0.55823,-0.76077
0.56225,-0.86745
0.56627,-0.80176
0.57028,-0.93399
0.5743,-0.85103
0.57831,-0.70398
0.58233,-0.79494
0.58635,-0.70704
0.59036,-0.53572
0.59438,-0.69934
0.59839,-0.6113
0.60241,-0.67688
0.60643,-0.46429
0.61044,-0.44999
0.61446,-0.62266
0.61847,-0.52497
0.62249,-0.45992
0.62651,-0.63434
0.63052,-0.46093
0.63454,-0.37692
0.63855,-0.20676
0.64257,-0.248
0.64659,-0.30181
0.6506,-0.17681
0.65462,-0.038996
0.65863,-0.088795
0.66265,-0.16971
0.66667,0.30071
0.67068,0.062517
0.6747,0.22733
0.67871,0.38257
0.68273,0.27528
0.68675,0.17683
0.69076,0.020201
0.69478,0.10832
0.6988,0.25142
0.70281,0.34902
0.70683,0.55167
0.71084,0.64425
0.71486,0.52454
0.71888,0.34713
0.72289,0.48581
0.72691,0.76114
0.73092,0.57156
0.73494,0.59355
0.73896,0.53128
0.74297,0.69299
0.74699,0.63239
0.751,0.75729
0.75502,0.85343
0.75904,0.94126
0.76305,0.78685
0.76707,1.0573
0.77108,1.0136
0.7751,0.76849
0.77912,1.039
0.78313,0.93888
0.78715,0.81491
0.79116,1.0491
0.79518,1.031
0.7992,1.0078
0.80321,0.97052
0.80723,0.86241
0.81124,1.2192
0.81526,1.1149
0.81928,1.1614
0.82329,1.0446
0.82731,0.95761
0.83133,1.1189
0.83534,0.86181
0.83936,1.0442
0.84337,0.92326
0.84739,0.99429
0.85141,1.0522
0.85542,1.0717
0.85944,0.9347
0.86345,0.93031
0.86747,0.69718
0.87149,0.78864
0.8755,1.1291
0.87952,0.94239
0.88353,0.94568
0.88755,0.74531
0.89157,0.81246
0.89558,0.63074
0.8996,0.65103
0.90361,0.63453
0.90763,0.57364
0.91165,0.60003
0.91566,0.58867
0.91968,0.60729
0.92369,0.78136
0.92771,0.82975
0.93173,0.52077
0.93574,0.59852
0.93976,0.52121
0.94378,0.38748
0.94779,0.36986
0.95181,0.25049
0.95582,0.49206
0.95984,0.36643
0.96386,0.44165
0.96787,0.22317
0.97189,0.22108
0.9759,0.27836
0.97992,0.18621
0.98394,0.29474
0.98795,0.026292
0.99197,0.2244
0.99598,0.004555
1,-0.014534
